metric,map_count,first_map_value,last_map_value,linear_slope_per_map_order,linear_intercept,spearman_rho_vs_order,spearman_two_sided_p,interpretation
water_InvOLS_nm_per_V,12,53.59059385825239,54.6867988559498,0.1084066809138143,53.48675567306653,0.9930069930069931,1.3016730560634403e-10,"descriptive_time_trend; maps are sequential, not randomized"
far_slope_pN_per_100nm,12,0.5060611904650789,-11.036506506456016,-0.8844097172256408,0.478196775212457,-0.9790209790209792,3.0898013985487064e-08,"descriptive_time_trend; maps are sequential, not randomized"
terminal_load_nN,12,22.804588669602328,22.788736373100207,-0.003377749602131246,22.826972640438854,-0.5454545454545455,0.06661188226688902,"descriptive_time_trend; maps are sequential, not randomized"
approach_snap_detected_fraction,12,0.6875,0.171875,-0.053485576923076955,0.7005208333333334,-0.7972027972027973,0.0019003677255282703,"descriptive_time_trend; maps are sequential, not randomized"
retract_detachment_piezo_travel_nm,12,99.6628995568698,88.37314571217955,-0.3169943954994751,98.51776103029933,-0.14685314685314685,0.6487957097846664,"descriptive_time_trend; maps are sequential, not randomized"
retract_pull_off_force_nN,12,-1.7885617058424845,-0.5816281170656213,0.13714635682605156,-2.048019218494228,0.9300699300699302,1.170222792865967e-05,"descriptive_time_trend; maps are sequential, not randomized"
force_20nm_pN,12,2499.978235189811,2389.134026566788,54.00120809175637,1907.8653254698152,0.4825174825174825,0.11210929146889191,"descriptive_time_trend; maps are sequential, not randomized"
force_50nm_pN,12,426.6270531636081,441.06509868562773,31.57299739506685,204.09019340208556,0.5174825174825175,0.08486877113393493,"descriptive_time_trend; maps are sequential, not randomized"
force_100nm_pN,12,34.155575267643094,27.097158483563256,3.8407263176335236,14.802969506410223,0.43356643356643365,0.1591057694121953,"descriptive_time_trend; maps are sequential, not randomized"
force_200nm_pN,12,4.530975846989005,2.209619990647416,-0.13197638736420933,4.690432486948121,-0.3916083916083916,0.2080634636953532,"descriptive_time_trend; maps are sequential, not randomized"
