block,baseline_method,preprocessing,distance_nm,low_nominal_speed_um_per_s,high_nominal_speed_um_per_s,low_actual_gap_speed_um_per_s,high_actual_gap_speed_um_per_s,low_force_mean_pN,high_force_mean_pN,low_force_median_pN,high_force_median_pN,pair_center_difference_high_minus_low_min,claim_status,sample_count,mean_difference_pN,median_difference_pN,difference_sd_pN,mean_95CI_low_pN,mean_95CI_high_pN,paired_t_statistic,paired_t_df,paired_t_p_two_sided,cohen_dz,fraction_high_greater_than_low,paired_t_p_two_sided_holm_across_37_distances,paired_t_p_two_sided_bh_across_37_distances,paired_t_p_two_sided_holm_across_all_contrasts_and_distances,paired_t_p_two_sided_bh_across_all_contrasts_and_distances
1,linear_drift_corrected,palindrome_mean,20.0,0.05,0.1,0.049361446369162454,0.0984606522711514,1691.2419208334181,1711.430557169919,1723.6148487913408,1736.8598111511014,-0.905958334604899,conditional same-area paired comparison; pixels are not independent experimental repeats,64,20.188636336501116,19.920361111279817,61.80975774819513,4.749018232550636,35.6282544404516,2.613003133744284,63,0.011209956010398125,0.3266253917180355,0.640625,0.269038944249555,0.029626312313195045,0.7398570966862763,0.02705011124248243
1,linear_drift_corrected,palindrome_mean,25.0,0.05,0.1,0.049361446369162454,0.0984606522711514,1160.63116243275,1185.9127518875175,1184.298021712565,1207.6254583033237,-0.905958334604899,conditional same-area paired comparison; pixels are not independent experimental repeats,64,25.281589454767435,27.637419037874338,44.34157975633161,14.205392386455632,36.35778652307924,4.561242895484784,63,2.4043221288442526e-05,0.570155361935598,0.78125,0.0006732101960763907,8.895991876723734e-05,0.0017791983753447469,7.023151481624001e-05
1,linear_drift_corrected,palindrome_mean,30.0,0.05,0.1,0.049361446369162454,0.0984606522711514,799.7274910275473,830.6012070556594,810.4174224443518,846.2668508579005,-0.905958334604899,conditional same-area paired comparison; pixels are not independent experimental repeats,64,30.87371602811197,30.85891357978977,35.86900395278994,21.913905425774864,39.83352663044908,6.885881987411155,63,3.1580713511116253e-09,0.8607352484263944,0.8125,9.790021188446039e-08,1.6692662855875734e-08,2.621199221422649e-07,1.2087790343910014e-08
1,linear_drift_corrected,palindrome_mean,35.0,0.05,0.1,0.049361446369162454,0.0984606522711514,556.5516434392505,586.780698596038,563.314496838888,601.2250253988744,-0.905958334604899,conditional same-area paired comparison; pixels are not independent experimental repeats,64,30.229055156787332,31.472337462166166,29.460776383066968,22.869972174234796,37.58813813933987,8.208624175746284,63,1.5408612897067343e-11,1.0260780219682855,0.875,5.084842256032223e-10,1.1402373543829834e-10,1.3559579349419263e-09,7.126483464893647e-11
1,linear_drift_corrected,palindrome_mean,40.0,0.05,0.1,0.049361446369162454,0.0984606522711514,387.5451732629059,414.6462845083621,394.0508879941898,422.0012620038709,-0.905958334604899,conditional same-area paired comparison; pixels are not independent experimental repeats,64,27.101111245456146,29.310175759084075,24.982439774374303,20.860683463929284,33.34153902698301,8.678451421147447,63,2.338343129232215e-12,1.0848064276434308,0.859375,7.950366639389531e-11,2.1629673945397992e-11,2.151275678893638e-10,1.2977804367238794e-11
1,linear_drift_corrected,palindrome_mean,45.0,0.05,0.1,0.049361446369162454,0.0984606522711514,269.7711495752769,294.8224344687361,274.8787359890585,302.372123201795,-0.905958334604899,conditional same-area paired comparison; pixels are not independent experimental repeats,64,25.051284893459197,26.805159180751687,21.281865942587803,19.735232951763624,30.36733683515477,9.416950547866499,63,1.237515230206091e-13,1.1771188184833123,0.890625,4.578806351762536e-12,2.574532745388455e-12,1.1756394686957864e-11,8.080246503110358e-13
1,linear_drift_corrected,palindrome_mean,50.0,0.05,0.1,0.049361446369162454,0.0984606522711514,187.5435861192173,211.1314369770575,188.44828782801437,219.25172054156556,-0.905958334604899,conditional same-area paired comparison; pixels are not independent experimental repeats,64,23.587850857840202,24.637939707073812,20.10199402654569,18.5665221517457,28.609179563934703,9.387268079650712,63,1.3916393218315973e-13,1.173408509956339,0.890625,5.00990155859375e-12,2.574532745388455e-12,1.3081409625217014e-11,8.581775817961517e-13
1,linear_drift_corrected,palindrome_mean,55.0,0.05,0.1,0.049361446369162454,0.0984606522711514,131.1731187746874,151.55021232577405,129.26327703783898,154.84233324370854,-0.905958334604899,conditional same-area paired comparison; pixels are not independent experimental repeats,64,20.377093551086666,21.81461739235683,18.747444974629758,15.694121130901745,25.060065971271587,8.695411488301367,63,2.1848924862092713e-12,1.086926436037671,0.875,7.64712370173245e-11,2.1629673945397992e-11,2.0319500121746223e-10,1.2764371893117321e-11
1,linear_drift_corrected,palindrome_mean,60.0,0.05,0.1,0.049361446369162454,0.0984606522711514,92.26041805432966,109.74756691731022,91.01894400391662,112.75241868850253,-0.905958334604899,conditional same-area paired comparison; pixels are not independent experimental repeats,64,17.48714886298056,18.239922300908844,18.92410788559947,12.760047360626826,22.214250365334294,7.392538224235182,63,4.1235979473908627e-10,0.9240672780293977,0.859375,1.319551343165076e-08,2.5428854008910322e-09,3.546294234756142e-08,1.7099933326440857e-09
1,linear_drift_corrected,palindrome_mean,65.0,0.05,0.1,0.049361446369162454,0.0984606522711514,65.19699285415736,79.80168978132276,63.88754450545463,83.65206208616814,-0.905958334604899,conditional same-area paired comparison; pixels are not independent experimental repeats,64,14.604696927165408,15.829950383598998,18.827560586490286,9.901712222571767,19.30768163175905,6.205667212201673,63,4.7297405373042564e-08,0.7757084015252091,0.828125,1.4189221611912769e-06,2.1875049985032185e-07,3.8310898352164475e-06,1.6935522569057177e-07
