speed_low_um_per_s,speed_high_um_per_s,delta_speed_um_per_s,distance_nm,reference_distance_nm,blocks,mean_distance_double_difference_pN,sample_sd_pN,standard_error_pN,mean_over_standard_error,ci95_low_pN,ci95_high_pN,positive_blocks,negative_blocks,equivalence_interpretation
0.1,0.2,0.1,20.0,250.0,3,166.69567517673715,11.840356932432503,6.836033262241157,24.384854312731484,137.2825980006616,196.1087523528127,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,25.0,250.0,3,135.6589164944307,4.209673246420059,2.430455982020987,55.81624086095434,125.2015084289818,146.11632455987962,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,30.0,250.0,3,121.85489878800699,11.783689961762258,6.803316571470531,17.911102255479516,92.58259017078231,151.12720740523167,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,35.0,250.0,3,110.64257284081839,7.972698594973497,4.6030396799757005,24.036849676125858,90.83729159687128,130.44785408476548,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,40.0,250.0,3,95.23876028408411,11.8471211195892,6.839938567516926,13.923920418872743,65.80887993560349,124.66864063256473,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,45.0,250.0,3,90.81137090821944,12.022198813935034,6.941019721476592,13.083289567271358,60.94657345673343,120.67616835970546,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,50.0,250.0,3,78.87193759196101,7.358776924333494,4.248591838170349,18.56425389781079,60.59172232209261,97.15215286182942,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,55.0,250.0,3,75.7445306967471,7.258342027136556,4.190605723237665,18.074840655309092,57.71380954257829,93.77525185091592,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,60.0,250.0,3,63.534094112764016,6.3431563305881555,3.662223014976951,17.34850495257561,47.776820260617406,79.29136796491063,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,65.0,250.0,3,61.417771364954774,6.253523454914276,3.610473450078396,17.01100207886065,45.883157919479515,76.95238481043003,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,70.0,250.0,3,59.23347420015829,9.51856828263039,5.49554796027649,10.77844732287227,35.58803976769859,82.87890863261799,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,75.0,250.0,3,51.9558078383335,7.226611794276716,4.172286264754587,12.45259901681016,34.00390895221346,69.90770672445353,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,80.0,250.0,3,44.269191096419156,7.577434187315196,4.3748336678131015,10.11905696486708,25.44580107363653,63.09258111920178,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,85.0,250.0,3,43.98160847297432,5.469861039356603,3.1580257435023813,13.92693158485684,30.393720387243114,57.56949655870553,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,90.0,250.0,3,41.451423204898695,9.970105766245814,5.756243247991061,7.201124313043114,16.684307481134972,66.21853892866241,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,95.0,250.0,3,41.44427977153507,2.1023730477733915,1.2138056450689816,34.14408224240855,36.22169559945843,46.666863943611716,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,100.0,250.0,3,41.259755590686495,4.238712775803376,2.447221962127585,16.859833815325754,30.730209335165895,51.789301846207096,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,105.0,250.0,3,36.07103156140788,7.433209671972145,4.291565605056048,8.405098484084991,17.6059150961434,54.53614802667236,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,110.0,250.0,3,33.17633348224307,3.1352560027830414,1.8101408971851791,18.32803928900409,25.38792580983464,40.964741154651506,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,115.0,250.0,3,31.257447230087354,2.8720421108705407,1.658174285835048,18.85051981393275,24.122899112827234,38.391995347347475,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,120.0,250.0,3,29.764594402291653,7.5563016734102675,4.362632805221438,6.822621965036287,10.993700454243697,48.535488350339605,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,125.0,250.0,3,25.21638803202391,5.915637944115527,3.4153951594634644,7.383153882546709,10.521128726167445,39.911647337880375,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,130.0,250.0,3,28.859216592881776,0.5842840407837309,0.33733654822968934,85.55022200924343,27.40777457281503,30.310658612948522,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,135.0,250.0,3,24.486129079007725,1.6296584121215985,0.940883722925543,26.024606954482767,20.43783316023547,28.53442499777998,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,140.0,250.0,3,24.35211968130946,3.317080144762827,1.915117114502381,12.715733934442463,16.11203580090799,32.59220356171093,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,145.0,250.0,3,18.257556520402755,0.9914213788002904,0.5723973999306976,31.896644748234827,15.794729285119963,20.720383755685546,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,150.0,250.0,3,18.22089317229206,3.8465046075323213,2.2207804705979215,8.2047250565862,8.665646018418032,27.776140326166093,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,155.0,250.0,3,18.14003233103333,3.796826086376389,2.192098563035602,8.275190101814193,8.708193465025206,27.571871197041453,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,160.0,250.0,3,18.736580804319658,2.786827232039753,1.608975452603131,11.645038321750713,11.813718181162711,25.659443427476603,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,165.0,250.0,3,18.812651897014007,3.4076419744937576,1.967403011275839,9.56217500389725,10.347599960135609,27.277703833892403,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,170.0,250.0,3,14.406393903271976,6.1078171035314845,3.526349848884903,4.085355827025372,-0.76626489989623,29.57905270644018,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,175.0,250.0,3,18.40755920630852,5.252715252017901,3.0326565647289883,6.0697803438727,5.359091159846415,31.456027252770625,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,180.0,250.0,3,16.99382549302086,6.394972045066529,3.6921388316792925,4.602704900262803,1.107834270478829,32.879816715562896,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,185.0,250.0,3,15.550642475531875,5.362334335685803,3.095945172192972,5.022906288911048,2.229865529406192,28.871419421657556,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,190.0,250.0,3,11.548297976410424,4.838694721695169,2.7936217000971273,4.133808803106347,-0.47168605725085655,23.568282010071705,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,195.0,250.0,3,14.043620465247114,2.5681412291555703,1.482717029969945,9.471544591034867,7.6640039888799745,20.423236941614256,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,200.0,250.0,3,11.012554596214542,8.390881991055133,4.844477976274065,2.273218012373834,-9.831551792353903,31.856660984782987,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,205.0,250.0,3,9.581201198523292,2.748824864428077,1.587034775432687,6.037171552155236,2.752741689885138,16.409660707161446,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,210.0,250.0,3,6.483853211874151,3.152405704783921,1.8200422822519087,3.562473946402929,-1.3471566820194196,14.31486310576772,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,215.0,250.0,3,9.243791067889996,3.795317815798089,2.1912277626112093,4.218544153928797,-0.18430104629509358,18.671883182075085,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,220.0,250.0,3,6.236572733237867,0.6988926205956518,0.40350584263554257,15.455966368424827,4.500427217973708,7.972718248502026,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,225.0,250.0,3,8.061457521902453,4.307170304802342,2.4867459349231944,3.241769659171651,-2.6381466630556147,18.76106170686052,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,230.0,250.0,3,8.38334745497297,2.2278723882624227,1.2862627230834442,6.517601190273407,2.8490056383915956,13.917689271554345,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,235.0,250.0,3,3.4984229374038947,6.767897650684401,3.907447530470475,0.895321795141973,-13.313966845719342,20.31081272052713,2,1,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,240.0,250.0,3,6.115002559699813,3.620387627141649,2.0902317711010214,2.925514119651315,-2.8785388759255985,15.108543995325224,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,245.0,250.0,3,6.180077237013926,2.668437100071962,1.5406228780421318,4.0114146849927,-0.4486879946263791,12.80884246865423,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.1,0.2,0.1,250.0,250.0,3,0.0,0.0,0.0,nan,0.0,0.0,0,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,20.0,250.0,3,263.93103097028995,16.655702861975506,9.61617453090398,27.446572451662732,222.55597137566144,305.30609056491846,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,25.0,250.0,3,228.7745895405928,5.137256571250942,2.9659964643079055,77.1324552451804,216.01293675716929,241.53624232401634,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,30.0,250.0,3,202.98371647658635,19.043331777347017,10.994672727918655,18.46200623699803,155.67745785169143,250.28997510148128,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,35.0,250.0,3,181.21851763542466,14.132489101008435,8.159396386786673,22.209794578541366,146.11146849914414,216.32556677170518,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,40.0,250.0,3,161.93017897953789,6.519201107696394,3.7638625144298197,43.02234163940188,145.73558565762545,178.12477230145032,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,45.0,250.0,3,143.13139734704387,3.467610150410654,2.0020256537842696,71.49328834847546,134.5173762028673,151.74541849122045,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,50.0,250.0,3,125.96009695914616,2.8163467655667906,1.6260185632313184,77.46534990894011,118.96390374952233,132.95629016876998,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,55.0,250.0,3,112.32911509806884,6.739970853776891,3.8913239867583203,28.866554283403413,95.58609932431108,129.0721308718266,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,60.0,250.0,3,104.43493160112628,11.604348326537504,6.699773630096612,15.587829883085217,75.60813230324487,133.2617308990077,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,65.0,250.0,3,99.34743720135576,5.1617285311446315,2.9801253569401247,33.33666383194088,86.52499269948065,112.16988170323087,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,70.0,250.0,3,92.19692866078158,11.360654383588917,6.559076866535364,14.056387893725333,63.97549867669638,120.41835864486677,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,75.0,250.0,3,83.51212596416066,3.9527305227322733,2.282110031333528,36.594259180115515,73.6929990083765,93.33125291994482,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,80.0,250.0,3,83.86988369987883,9.543853305043267,5.510146274773031,15.220990427034266,60.161637789701615,107.57812961005604,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,85.0,250.0,3,66.66907751934458,1.0148090045434435,0.5859002519492132,113.78912587517297,64.14815220096564,69.19000283772353,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,90.0,250.0,3,67.9543447626347,6.707231565651922,3.8724219499462924,17.54828002758769,51.29265788916303,84.61603163610638,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,95.0,250.0,3,63.27425201835664,3.779523538616439,2.1821089324287284,28.996834703357916,53.885395063747836,72.66310897296545,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,100.0,250.0,3,52.568674408329116,4.471994580260318,2.581907274727842,20.36040369182908,41.45962402489904,63.67772479175919,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,105.0,250.0,3,48.42876409377839,1.9067595041864367,1.1008681130219167,43.99143141755641,43.6921109022492,53.16541728530758,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,110.0,250.0,3,44.259642197190914,7.343095859473641,4.239538371152333,10.439731480755738,26.01838085190079,62.50090354248104,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,115.0,250.0,3,41.405806439815755,8.961092878909435,5.173689385871601,8.003148884988619,19.145217681095357,63.66639519853615,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,120.0,250.0,3,43.29296972825433,8.78044966368638,5.069394976935291,8.540066403432457,21.48112359283579,65.10481586367287,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,125.0,250.0,3,38.30990126194754,4.221998870147925,2.4375721841982005,15.716417142554878,27.821874649775765,48.79792787411931,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,130.0,250.0,3,34.52804054003056,3.6176896502323386,2.088674093406164,16.531080961378226,25.541201250590916,43.5148798294702,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,135.0,250.0,3,39.48662362337546,3.975472181882833,2.295239934365923,17.203701901554762,29.611003254468326,49.362243992282586,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,140.0,250.0,3,29.46763940597762,5.377011571407859,3.1044190781880605,9.492158972034419,16.110402185090983,42.82487662686426,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,145.0,250.0,3,31.04062107906056,8.174044735142331,4.719286928202468,6.577396448086627,10.73516829521089,51.34607386291023,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
0.2,0.4,0.2,150.0,250.0,3,26.06745927207237,6.819808313752879,3.9374181657668728,6.620444711387502,9.12611625318036,43.00880229096438,3,0,no equivalence margin prespecified; CI overlap with zero is not evidence of equivalence
